30-9-2013 14:9:38.527	I : Log file <D:\JSW-SMS-3\SMC\source\Tools\Simulator\Simulator\Executable\SimLog\> deleted.;  FILE: .\CLogWriterWrapper.cpp; FUNCTION: CLogWriterWrapper::removeNeedlessLogFiles; LINE: 77; .NET Output: ->Void removeNeedlessLogFiles()->Void initViewComponent()->Void initComponent()
30-9-2013 14:24:6.215	I : Load:  D:\JSW-SMS-3\SMC\source\Tools\Simulator\Simulator\Executable\HMDS_simulator.szn;  FILE: .\CSenderForm.cpp; FUNCTION: simulator::CSenderForm::loadSzenarium; LINE: 507; .NET Output: ->Void loadSzenarium(System.String)->Void OnMenuFileSzenOpenClick(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)
30-9-2013 14:24:6.247	I : All telegrams in szenario removed;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::clearSzenarium; LINE: 562; .NET Output: ->Void clearSzenarium()->Void loadSzenarium(System.String, System.Collections.ArrayList)->Void loadSzenarium(System.String)
30-9-2013 14:27:50.661	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|252|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 14:28:3.193	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|252|2|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 14:28:33.319	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 14:28:48.398	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|252|2|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 14:29:0.883	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|252|1|2|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 14:29:35.212	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|252|1|2|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 14:30:5.991	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|252|1|2|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:31:13.533	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|252|1|2|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:33:38.100	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|252|01|3|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:33:48.54	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|252|3|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:33:53.710	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:33:59.413	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|252|3|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:34:6.273	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|252|1|3|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:34:14.632	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|252|1|3|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:35:22.72	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|251|01|3|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:35:24.150	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|251|3|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:35:26.682	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:35:28.666	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|251|3|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:35:31.229	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|251|1|3|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:35:34.760	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|251|1|3|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:43:52.902	I : Closed Connection: IP - Address: 10.182.50.108Port: 18510;  FILE: .\CSocketConnectionForm.cpp; FUNCTION: simulator::CSocketConnectionForm::OnClickButtDisconnect; LINE: 230; .NET Output: ->Void OnClickButtDisconnect(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)->Void OnClick(System.EventArgs)
30-9-2013 15:43:52.964	I : Connection disconnected;  FILE: .\CSocketConnection.cpp; FUNCTION: CSocketConnection::disConnection; LINE: 168; .NET Output: ->Boolean disConnection()->Boolean disConnection()->Boolean disConnect()
30-9-2013 15:43:52.964	I : Receive thread (checks server connection) aborted;  FILE: .\CInterSenderManager.cpp; FUNCTION: CInterSenderManager::InvokeReceiveThread; LINE: 101; .NET Output: ->Void InvokeReceiveThread(Boolean)->Boolean disConnect()->Boolean disConnect(Int32)
30-9-2013 15:43:52.980	I : DisConnect was called!;  FILE: .\CInterConnection.cpp; FUNCTION: CInterConnection::disConnect; LINE: 199; .NET Output: ->Boolean disConnect()->Boolean disConnect(Int32)->Void OnClickButtDisconnect(System.Object, System.EventArgs)
30-9-2013 15:45:56.714	I : Client IPEndPoint created;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::buildConnection; LINE: 35; .NET Output: ->Int32 buildConnection(System.String, Int32)->Int32 buildConnAsClient()->Int32 buildConnection(Int32)
30-9-2013 15:45:56.714	I : Receive thread (checks server connection) started;  FILE: .\CInterSenderManager.cpp; FUNCTION: CInterSenderManager::InvokeReceiveThread; LINE: 93; .NET Output: ->Void InvokeReceiveThread(Boolean)->Int32 buildConnAsClient()->Int32 buildConnection(Int32)
30-9-2013 15:45:56.714	I : Connecting to: IP-Addres: 10.182.50.108 Port: 18510;  FILE: .\CSocketConnectionForm.cpp; FUNCTION: simulator::CSocketConnectionForm::OnClickButtConnection; LINE: 131; .NET Output: ->Void OnClickButtConnection(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)->Void OnClick(System.EventArgs)
30-9-2013 15:45:56.730	I : Start thread for waiting connection;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::waitingForConnection; LINE: 66; .NET Output: ->Void waitingForConnection(Int32)->Void waitingForConnection()->Void OnClickButtConnection(System.Object, System.EventArgs)
30-9-2013 15:45:56.730	I : Client connected;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::waiting; LINE: 102; .NET Output: ->Void waiting()->Void ThreadStart_Context(System.Object)->Void Run(System.Threading.ExecutionContext, System.Threading.ContextCallback, System.Object)
30-9-2013 15:46:32.870	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|253|01|3|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:46:39.167	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|253|3|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:46:44.855	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:46:49.933	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|253|3|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:46:58.277	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|253|1|3|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 15:47:6.183	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|253|1|3|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:25:51.937	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|254|01|3|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:25:59.688	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|254|3|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:26:9.79	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:26:17.235	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|254|3|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:26:26.157	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|254|1|3|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:26:31.704	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|254|1|3|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:26:52.642	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|254|1|3|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:28:26.364	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|254|1|3|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:47:18.525	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|255|01|3|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:47:25.244	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|255|3|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:47:30.885	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:47:37.495	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|255|3|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:47:44.214	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|254|1|3|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:47:52.198	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|255|1|3|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:50:12.828	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|256|01|4|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:50:18.937	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|256|4|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:50:25.141	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:50:34.751	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|256|4|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:50:40.969	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|256|1|4|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 16:50:46.735	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|256|1|4|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:11:29.931	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|257|01|4|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:11:35.166	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|257|4|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:11:45.229	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:11:52.338	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|257|4|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:12:1.104	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|257|1|4|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:12:8.651	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|257|1|4|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:12:44.902	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|257|1|4|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:14:33.93	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|257|1|4|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:15:41.596	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|257|1|4|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:15:44.643	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|257|1|4|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:38:3.295	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|258|01|4|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:38:8.357	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|258|4|01|1|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:38:20.952	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|5|2|5|20|20|0|500|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:38:29.139	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|258|4|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:38:35.93	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|258|1|4|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:38:39.983	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|258|1|4|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
30-9-2013 17:57:50.114	I : Closed Connection: IP - Address: 10.182.50.108Port: 18510;  FILE: .\CSocketConnectionForm.cpp; FUNCTION: simulator::CSocketConnectionForm::OnClickButtDisconnect; LINE: 230; .NET Output: ->Void OnClickButtDisconnect(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)->Void OnClick(System.EventArgs)
30-9-2013 17:57:50.114	I : Connection disconnected;  FILE: .\CSocketConnection.cpp; FUNCTION: CSocketConnection::disConnection; LINE: 168; .NET Output: ->Boolean disConnection()->Boolean disConnection()->Boolean disConnect()
30-9-2013 17:57:50.114	I : Receive thread (checks server connection) aborted;  FILE: .\CInterSenderManager.cpp; FUNCTION: CInterSenderManager::InvokeReceiveThread; LINE: 101; .NET Output: ->Void InvokeReceiveThread(Boolean)->Boolean disConnect()->Boolean disConnect(Int32)
