26-9-2013 12:7:51.911	I : Log file <D:\JSW-SMS-3\SMC\source\Tools\Simulator\Simulator\Executable\SimLog\> deleted.;  FILE: .\CLogWriterWrapper.cpp; FUNCTION: CLogWriterWrapper::removeNeedlessLogFiles; LINE: 77; .NET Output: ->Void removeNeedlessLogFiles()->Void initViewComponent()->Void initComponent()
26-9-2013 12:18:35.685	I : Telcom_In->SYL293 Request for Download of Scrap Loading Instructions; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
26-9-2013 12:18:35.685	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
26-9-2013 12:18:35.685	I : Telcom_In->SYL295 Request for Download of Available Scrap Materials; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
26-9-2013 12:18:35.731	I :      99  Telegrams found;  FILE: .\Form1.cpp; FUNCTION: simulator::Form1::loadInterface; LINE: 1173; .NET Output: ->Int32 loadInterface(System.String)->Void OnMenuFileLoadModelClick(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)
26-9-2013 12:18:35.731	I : All telegram objects removed.; FILE: ctlgcontainer.h; FUNCTION: freeTlg; LINE: 161
26-9-2013 12:19:6.997	I : Client IPEndPoint created;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::buildConnection; LINE: 35; .NET Output: ->Int32 buildConnection(System.String, Int32)->Int32 buildConnAsClient()->Int32 buildConnection(Int32)
26-9-2013 12:19:6.997	I : Receive thread (checks server connection) started;  FILE: .\CInterSenderManager.cpp; FUNCTION: CInterSenderManager::InvokeReceiveThread; LINE: 93; .NET Output: ->Void InvokeReceiveThread(Boolean)->Int32 buildConnAsClient()->Int32 buildConnection(Int32)
26-9-2013 12:19:7.12	I : Connecting to: IP-Addres: 10.182.50.108 Port: 18510;  FILE: .\CSocketConnectionForm.cpp; FUNCTION: simulator::CSocketConnectionForm::OnClickButtConnection; LINE: 131; .NET Output: ->Void OnClickButtConnection(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)->Void OnClick(System.EventArgs)
26-9-2013 12:19:7.44	I : Start thread for waiting connection;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::waitingForConnection; LINE: 66; .NET Output: ->Void waitingForConnection(Int32)->Void waitingForConnection()->Void OnClickButtConnection(System.Object, System.EventArgs)
26-9-2013 12:19:7.75	I : Client connected;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::waiting; LINE: 102; .NET Output: ->Void waiting()->Void ThreadStart_Context(System.Object)->Void Run(System.Threading.ExecutionContext, System.Threading.ContextCallback, System.Object)
26-9-2013 12:19:11.715	I : Load:  D:\JSW-SMS-3\SMC\source\Tools\Simulator\Simulator\Executable\HMDS_simulator.szn;  FILE: .\CSenderForm.cpp; FUNCTION: simulator::CSenderForm::loadSzenarium; LINE: 507; .NET Output: ->Void loadSzenarium(System.String)->Void OnMenuFileSzenOpenClick(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)
26-9-2013 12:19:11.793	I : All telegrams in szenario removed;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::clearSzenarium; LINE: 562; .NET Output: ->Void clearSzenarium()->Void loadSzenarium(System.String, System.Collections.ArrayList)->Void loadSzenarium(System.String)
26-9-2013 12:19:56.668	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|246|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:24:44.777	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|230|2|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:25:12.762	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|0|2|5|20|20|0|400|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:25:30.637	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|230|2|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:26:13.887	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|246|2|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:26:18.919	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|0|2|5|20|20|0|400|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:26:27.606	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|246|2|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:26:47.763	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|246|1|2|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:41:23.528	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|247|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:41:43.497	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|247|2|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:41:50.310	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|0|2|5|20|20|0|400|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:42:1.779	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|247|2|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:42:20.904	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|247|1|2|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 12:42:32.732	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|247|1|2|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:2:46.630	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|248|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:3:27.209	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|248|2|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:3:31.490	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|0|2|5|20|20|0|400|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:3:43.646	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|248|2|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:3:50.834	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|248|1|2|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:4:26.678	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|248|1|2|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:40:47.265	I : Send Tel: 74|1004|1|1|2013|8|20|10|30|34|0|0|249|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:40:59.31	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|249|2|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:41:4.625	I : Send Tel: 104|1023|2013|1|2013|8|20|10|30|21|0|0|0|2|5|20|20|0|400|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:41:11.32	I : Send Tel: 78|1081|1|1|2013|8|20|10|30|31|0|0|249|2|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:41:24.422	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|249|1|2|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 14:42:15.236	I : Send Tel: 74|1005|1|1|2013|8|20|10|30|45|0|0|249|1|2|2|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 16:33:11.602	I : Closed Connection: IP - Address: 10.182.50.108Port: 18510;  FILE: .\CSocketConnectionForm.cpp; FUNCTION: simulator::CSocketConnectionForm::OnClickButtDisconnect; LINE: 230; .NET Output: ->Void OnClickButtDisconnect(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)->Void OnClick(System.EventArgs)
26-9-2013 16:33:12.180	I : Connection disconnected;  FILE: .\CSocketConnection.cpp; FUNCTION: CSocketConnection::disConnection; LINE: 168; .NET Output: ->Boolean disConnection()->Boolean disConnection()->Boolean disConnect()
26-9-2013 16:33:12.227	I : Receive thread (checks server connection) aborted;  FILE: .\CInterSenderManager.cpp; FUNCTION: CInterSenderManager::InvokeReceiveThread; LINE: 101; .NET Output: ->Void InvokeReceiveThread(Boolean)->Boolean disConnect()->Boolean disConnect(Int32)
26-9-2013 16:33:12.227	I : DisConnect was called!;  FILE: .\CInterConnection.cpp; FUNCTION: CInterConnection::disConnect; LINE: 199; .NET Output: ->Boolean disConnect()->Boolean disConnect(Int32)->Void OnClickButtDisconnect(System.Object, System.EventArgs)
26-9-2013 16:33:19.899	I : Client IPEndPoint created;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::buildConnection; LINE: 35; .NET Output: ->Int32 buildConnection(System.String, Int32)->Int32 buildConnAsClient()->Int32 buildConnection(Int32)
26-9-2013 16:33:20.180	I : Receive thread (checks server connection) started;  FILE: .\CInterSenderManager.cpp; FUNCTION: CInterSenderManager::InvokeReceiveThread; LINE: 93; .NET Output: ->Void InvokeReceiveThread(Boolean)->Int32 buildConnAsClient()->Int32 buildConnection(Int32)
26-9-2013 16:33:20.180	I : Connecting to: IP-Addres: 10.182.50.108 Port: 18610;  FILE: .\CSocketConnectionForm.cpp; FUNCTION: simulator::CSocketConnectionForm::OnClickButtConnection; LINE: 131; .NET Output: ->Void OnClickButtConnection(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)->Void OnClick(System.EventArgs)
26-9-2013 16:33:20.196	I : Start thread for waiting connection;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::waitingForConnection; LINE: 66; .NET Output: ->Void waitingForConnection(Int32)->Void waitingForConnection()->Void OnClickButtConnection(System.Object, System.EventArgs)
26-9-2013 16:33:20.274	I : Client connected;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::waiting; LINE: 102; .NET Output: ->Void waiting()->Void ThreadStart_Context(System.Object)->Void Run(System.Threading.ExecutionContext, System.Threading.ContextCallback, System.Object)
26-9-2013 16:40:45.688	I : Send Tel: 74|1004|1|2|2013|8|20|10|30|34|0|0|250|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 16:41:41.361	I : Send Tel: 78|1081|1|2|2013|8|20|10|30|31|0|0|250|2|01|2|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 16:41:52.393	I : Send Tel: 104|1023|2013|2|2013|8|20|10|30|21|0|0|0|2|5|20|20|0|400|0|0|25|7|0|0|100|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 16:42:56.785	I : Send Tel: 78|1081|1|2|2013|8|20|10|30|31|0|0|250|2|01|7|-1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 16:47:54.915	I : Send Tel: 74|1005|1|2|2013|8|20|10|30|45|0|0|250|1|2|1|-1|-1|-1|-1|;  FILE: .\CSendItemsServer.cpp; FUNCTION: CSendItemsServer::sendSzenItem; LINE: 171; .NET Output: ->Void sendSzenItem(CInterSenderManager, CSzenItem)->Void sendOneTelegram()->Void ThreadStart_Context(System.Object)
26-9-2013 17:23:3.878	I : Closed Connection: IP - Address: 10.182.50.108Port: 18610;  FILE: .\CSocketConnectionForm.cpp; FUNCTION: simulator::CSocketConnectionForm::OnClickButtDisconnect; LINE: 230; .NET Output: ->Void OnClickButtDisconnect(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)->Void OnClick(System.EventArgs)
26-9-2013 17:23:3.878	I : Connection disconnected;  FILE: .\CSocketConnection.cpp; FUNCTION: CSocketConnection::disConnection; LINE: 168; .NET Output: ->Boolean disConnection()->Boolean disConnection()->Boolean disConnect()
26-9-2013 17:23:3.878	I : Receive thread (checks server connection) aborted;  FILE: .\CInterSenderManager.cpp; FUNCTION: CInterSenderManager::InvokeReceiveThread; LINE: 101; .NET Output: ->Void InvokeReceiveThread(Boolean)->Boolean disConnect()->Boolean disConnect(Int32)
26-9-2013 17:23:3.878	I : DisConnect was called!;  FILE: .\CInterConnection.cpp; FUNCTION: CInterConnection::disConnect; LINE: 199; .NET Output: ->Boolean disConnect()->Boolean disConnect(Int32)->Void OnClickButtDisconnect(System.Object, System.EventArgs)
26-9-2013 17:23:35.457	I : DisConnect was called!;  FILE: .\CInterConnection.cpp; FUNCTION: CInterConnection::disConnect; LINE: 199; .NET Output: ->Boolean disConnect()->Void disConnectAll()->Void disSocketConnection()
26-9-2013 17:23:39.285	I : All telegrams in szenario removed;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::clearSzenarium; LINE: 562; .NET Output: ->Void clearSzenarium()->Void updateSzenFile()->Void updateSzenFile()
